	"lang"
{
	"Language"		"Russian"
		"DOTA_Tooltip_ability_6_wave_spell_resist_resist"  "+$spell_resist"

		"DOTA_Tooltip_ability_6_wave_cripple"  "Увечье"
		"DOTA_Tooltip_ability_6_wave_cripple_Description"  "Скорость пермещения, скорость боя и сила атаки выбранного воина снижаются."
		"DOTA_Tooltip_ability_6_wave_cripple_cripple_damage_decrease_pct"  "%СНИЖЕНИЕ УРОНА:"
		"DOTA_Tooltip_ability_6_wave_cripple_cripple_attack_slow"  "ЗАМЕДЛЕНИЕ АТАКИ:"
		"DOTA_Tooltip_ability_6_wave_cripple_cripple_movespeed_slow_pct"  "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_6_wave_cripple_duration"  "ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_modifier_6_wave_cripple"  "Увечье"
		"DOTA_Tooltip_modifier_6_wave_cripple_Description" "Скорость перемещения, скорость боя и сила атаки этого воина снижены."

		"DOTA_Tooltip_ability_6_wave_curse"  "Проклятие"
		"DOTA_Tooltip_ability_6_wave_curse_Description" "У цели заклинания не действуют пассивные способности в течение %duration% секунд."

		"DOTA_Tooltip_modifier_6_wave_curse"  "Проклятие"
		"DOTA_Tooltip_modifier_6_wave_curse_Description"	"У этого воина не действуют пассивные способности."

		"DOTA_Tooltip_ability_6_wave_immolation"  "Жар Преисподней"
		"DOTA_Tooltip_ability_6_wave_immolation_Description"  "Головорез окутывается пламенем, ежесекундно наносящим его противникам урон. На поддержку заклинания непрерывно расходуется мана."
		"DOTA_Tooltip_ability_6_wave_immolation_damage_per_second"  "УРОН В СЕКУНДУ:"
		"DOTA_Tooltip_ability_6_wave_immolation_mana_cost_per_second"  "РАСХОД МАНЫ В СЕКУНДУ:"
		"DOTA_Tooltip_ability_6_wave_immolation_radius"  "РАДИУС:"

		"DOTA_Tooltip_modifier_immolation"  "Жар Преисподней"
		"DOTA_Tooltip_modifier_immolation_Description"  "Этот воин наносит урон ближайшим врагам."

		"DOTA_Tooltip_ability_wave_6_assassin"  "Убийца"
		"DOTA_Tooltip_ability_wave_6_assassin_Description"	"Дает шанс в %crit_chance%%  нанести %crit_multiplier%%  урона при атаке и шанс в %evasion%%  увернуться от вражеской атаки."

		"DOTA_Tooltip_ability_wave_6_assassin_extreme"  "Убийца"
		"DOTA_Tooltip_ability_wave_6_assassin_extreme_Description"	"Дает шанс в %crit_chance%%  нанести %crit_multiplier%%  урона при атаке и шанс в %evasion%%  увернуться от вражеской атаки."

		"DOTA_Tooltip_ability_wave_6_invisibility"  "Постоянная Невидимость"
		"DOTA_Tooltip_ability_wave_6_invisibility_Description"  "Головорез становится невидимым. Невидимость сбрасывается при атаке, но восстанавливается через секунду."

		"DOTA_Tooltip_ability_7_wave_howl_of_terror"  "Леденящий Крик"
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_Description"  "Противников, услышавших ледянящий крик, охватывает ужас, и их сила атаки уменьшается."
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_damage_penalty_percentage"  "%СНИЖЕНИЕ УРОНА:"
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_duration"  "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_radius"  "РАДИУС:"

		"DOTA_Tooltip_modifier_7_wave_howl_of_terror"  "Леденящий Крик"
		"DOTA_Tooltip_modifier_7_wave_howl_of_terror_Description"	"Урон этого воина снижен."

		"DOTA_Tooltip_ability_7_wave_howl_of_terror_extreme"  "Леденящий Крик"
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_extreme_Description"  "Противников, услышавших ледянящий крик, охватывает ужас, и их сила атаки уменьшается."
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_extreme_damage_penalty_percentage"  "%СНИЖЕНИЕ УРОНА:"
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_extreme_duration"  "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_7_wave_howl_of_terror_extreme_radius"  "РАДИУС:"

		"DOTA_Tooltip_modifier_7_wave_howl_of_terror_extreme"  "Леденящий Крик"
		"DOTA_Tooltip_modifier_7_wave_howl_of_terror_extreme_Description"	"Урон этого воина снижен."

		"DOTA_Tooltip_ability_7_wave_plague"  "Ядовитое Облако"
		"DOTA_Tooltip_ability_7_wave_plague_Description"  "Воина окружает ядовитое облако, наносящее противникам по 40 единиц урона в секунду."
		"DOTA_Tooltip_ability_7_wave_plague_plague_time"  "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_7_wave_plague_radius"  "РАДИУС:"

		"DOTA_Tooltip_ability_7_wave_sharp_claws"  "Острые Шипы"
		"DOTA_Tooltip_ability_7_wave_sharp_claws_Description"  "Атаки энта игнорируют %armor_reduction% единиц брони жертвы."

		"DOTA_Tooltip_ability_7_wave_sharp_claws_extreme"  "Острые Шипы"
		"DOTA_Tooltip_ability_7_wave_sharp_claws_extreme_Description"  "Атаки энта игнорируют %armor_reduction% единиц брони жертвы."

		"DOTA_Tooltip_modifier_plague_damage_datadriven"  "Ядовитое Облако"
		"DOTA_Tooltip_modifier_plague_damage_datadriven_Description"	"Этот воин получает урон."

		"DOTA_Tooltip_ability_8_wave_storm_bolt"  "Молот Бурь"
		"DOTA_Tooltip_ability_8_wave_storm_bolt_Description"  "Магический молот, оглушающий противника и наносящий ему урон."
		"DOTA_Tooltip_ability_8_wave_storm_bolt_projectile_stun"  "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"

		"DOTA_Tooltip_ability_wave_8_cleave"  "Демоническая Сила"
		"DOTA_Tooltip_ability_wave_8_cleave_Description" "Властитель сражается с такой силой, что %cleave_percent%% наносимого им урона передается воинам, находящимся рядом с целью."

		"DOTA_Tooltip_ability_wave_8_lifesteal_aura"  "Аура Вампиризма"
		"DOTA_Tooltip_ability_wave_8_lifesteal_aura_Description" "Ближайшие союзники за каждый удар восстанавливают свое здоровье пропорционально нанесенному урону."
		"DOTA_Tooltip_ability_wave_8_lifesteal_aura_lifesteal_percent" "%ВАМПИРИЗМ"

		"DOTA_Tooltip_modifier_wave_8_lifesteal_aura_effect"  "Аура Вампиризма"
		"DOTA_Tooltip_modifier_wave_8_lifesteal_aura_effect_Description"	"Этот воин восстанавливает свое здоровье пропорционально нанесенному урону."

		"DOTA_Tooltip_ability_wave_8_lifesteal_aura_extreme"  "Аура Вампиризма"
		"DOTA_Tooltip_ability_wave_8_lifesteal_aura_extreme_Description" "Ближайшие союзники за каждый удар восстанавливают свое здоровье пропорционально нанесенному урону."
		"DOTA_Tooltip_ability_wave_8_lifesteal_aura_extreme_lifesteal_percent" "%ВАМПИРИЗМ"

		"DOTA_Tooltip_ability_wave_8_lifesteal"  "Вампиризм"
		"DOTA_Tooltip_ability_wave_8_lifesteal_Description" "Каждая атака восстанавливает здороье Властителя на %lifesteal_percent%%  от нанесенного урона."

		"DOTA_Tooltip_ability_wave_8_lifesteal_extreme"  "Вампиризм"
		"DOTA_Tooltip_ability_wave_8_lifesteal_extreme_Description" "Каждая атака восстанавливает здороье Властителя на %lifesteal_percent%%  от нанесенного урона."

		"DOTA_Tooltip_ability_9_wave_frost_nova"  "Ледяная Звезда"
		"DOTA_Tooltip_ability_9_wave_frost_nova_Description"  "Ледяной взрыв, наносящий указанному противнику 800 единиц урона, а всем, кто его окружает, - по 400 единиц. Скорость перемещения и боя затигнутых противников снижается."
		"DOTA_Tooltip_ability_9_wave_frost_nova_slow_movement_speed"  "%СНИЖЕНИЕ СКОРОСТИ ПЕРЕМЕЩЕНИЯ:"
		"DOTA_Tooltip_ability_9_wave_frost_slow_attack_speed"  "СНИЖЕНИЕ СКОРОСТИ АТАКИ:"
		"DOTA_Tooltip_ability_9_wave_frost_slow_slow_hero_duration"  "ДЛИТЕЛЬНОСТЬ ЗАМЕДЛЕНИЯ:"

		"DOTA_Tooltip_modifier_9_wave_frost_nova_slow"  "Ледяная Звезда"
		"DOTA_Tooltip_modifier_9_wave_frost_nova_slow_Description" "Скорость перемещения и атаки этого воина снижена."

		"DOTA_Tooltip_ability_wave_9_morphallaxis"  "Морфаллаксис"
		"DOTA_Tooltip_ability_wave_9_morphallaxis_Description" "Будучи атакованным, босс имеет шанс в %chance%% процентов создать духа воды."

		"DOTA_Tooltip_ability_wave_9_incorporeity_extreme"  "Жидкая Сущность"
		"DOTA_Tooltip_ability_wave_9_incorporeity_extreme_Description" "Урон от вражеских атак снижается на %melee_damage_reduction%%, если враг ближнего боя, и на %ranged_damage_reduction%%, если дальнего."

		"DOTA_Tooltip_ability_wave_9_incorporeity"  "Жидкая Сущность"
		"DOTA_Tooltip_ability_wave_9_incorporeity_Description" "Урон от вражеских атак снижается на %melee_damage_reduction%%, если враг ближнего боя, и на %ranged_damage_reduction%%, если дальнего."

		"DOTA_Tooltip_ability_10_wave_rejuvenation"  "Омоложение"
		"DOTA_Tooltip_ability_10_wave_rejuvenation_Description"  "Восстанавливает здоровье в краткий период времени."
		"DOTA_Tooltip_ability_10_wave_rejuvenation_heal"  "ЛЕЧЕНИЕ:"
		"DOTA_Tooltip_ability_10_wave_rejuvenation_duration"  "ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_10_wave_rejuvenation"  "Омоложение"
		"DOTA_Tooltip_10_wave_rejuvenation_Description" "Здоровье этого воина восстанавливается."

		"DOTA_Tooltip_ability_megaboss_10_return"  "Панцирь с Шипами"
		"DOTA_Tooltip_ability_megaboss_10_return_Description"	"Врагам возращается 15%% от нанесенного урона."

		"DOTA_Tooltip_ability_10_wave_antimagic"  "Антимагия"
		"DOTA_Tooltip_ability_10_wave_antimagic_Description"  "Мегабосс становится невосприимчивым к магии на 7 секунд."

		"DOTA_Tooltip_modifier_10_wave_antimagic"  "Антимагия"
		"DOTA_Tooltip_modifier_10_wave_antimagic_Description"  "Этот воин невосприимчив к магии."

		"DOTA_Tooltip_ability_10_wave_slow"  "Замедление"
		"DOTA_Tooltip_ability_10_wave_slow_Description" "Снижает скорость атаки выбранного противника на 50 единиц, а скорость перемещения на 75%% на 10 секунд."

		"DOTA_Tooltip_modifier_10_wave_slow"  "Замедление"
		"DOTA_Tooltip_modifier_10_wave_slow_Description"	"Скорость передвижения этого воина снижена."

		"DOTA_Tooltip_ability_10_wave_fire_golem"  "Огненный Голем"
		"DOTA_Tooltip_ability_10_wave_fire_golem_Description"	"С неба низвергается огненный голем, наносящий 200 единиц урона всем застигнутым врагам и оглушая их на 2 секунды."

		"DOTA_Tooltip_ability_fire_golem_10_wave_megaboss_immolation"  "Жар Преисподней"
		"DOTA_Tooltip_ability_fire_golem_10_wave_megaboss_immolation_Description" "Голем окутывается пламенем, наносящим всем врагам вокруг 10 единиц урона в секунду."
	
		"DOTA_Tooltip_ability_11_wave_invisibility"  "Постоянная Невидимость"
		"DOTA_Tooltip_ability_11_wave_invisibility_Description"  "Опустошитель становится невидимым. Невидимость сбрасывается при атаке, но восстанавливается через секунду."

		"DOTA_Tooltip_ability_wave_11_cleave"  "Демоническая Сила"
		"DOTA_Tooltip_ability_wave_11_cleave_Description" "Опустошитель сражается с такой силой, что %cleave_percent%%  наносимого им урона передается воинам, находящимся рядом с целью."

		"DOTA_Tooltip_ability_wave_11_mana_break"  "Сожжение Маны"
		"DOTA_Tooltip_ability_wave_11_mana_break_Description"	"При каждой атаке опустошитель сжигает %mana_per_hit%%  единиц маны противника и наносит ему столько же урона."

		"DOTA_Tooltip_ability_wave_11_mana_break_extreme"  "Сожжение Маны"
		"DOTA_Tooltip_ability_wave_11_mana_break_extreme_Description"	"При каждой атаке опустошитель сжигает %mana_per_hit%%  единиц маны противника и наносит ему столько же урона."

		"DOTA_Tooltip_ability_wave_11_mana_break_extreme_creeps"  "Сожжение Маны"
		"DOTA_Tooltip_ability_wave_11_mana_break_extreme_creeps_Description"	"При каждой атаке опустошитель сжигает %mana_per_hit%%  единиц маны противника и наносит ему столько же урона."
